2.376490637442874032e-01,9.507349317686115686e-01
3.593423143439566925e-02,1.843469224404354900e-01
4.483170477807394416e-01,3.078072284956723248e-02
3.041357968059639205e-01,5.699785731531424871e-01
1.689914012395516973e-01,2.615148504163068433e-01
8.745079439157591450e-01,2.494481294710503283e-01
1.505377750766896394e-01,1.529431811224394311e-01
5.864820890133716214e-01,1.598755406144680702e-01
5.093762542713292651e-01,7.523960560530809083e-01
1.187975932718873251e-01,4.718154805684059427e-01
9.850248002640453748e-01,7.661074763947645083e-01
3.160540816844507050e-01,6.827393832251605899e-01
3.283884363575991783e-01,2.734130233013003508e-01
5.460971962318038608e-01,7.490882930074693746e-02
7.550312370694635122e-01,6.142297401514684729e-02
5.761828259748980052e-02,2.421073020220754213e-02
1.580919006050376385e-01,2.343600897221022050e-01
1.497836923591585601e-01,2.219924101924436455e-01
2.808000098959850810e-02,1.982725695665064070e-01
4.291436181710118758e-01,9.989558791464584475e-01
2.458261116823429182e-01,5.736634066486882011e-01
4.645367490126313115e-01,3.428231282796756485e-01
2.762971999893218955e-01,1.547803876719017202e-01
1.450659713590349842e-01,3.960242054668872136e-01
6.390431438457341295e-01,2.782978775301661045e-01
6.824489291082181941e-01,1.247808132654599778e-01
5.622101193980652001e-01,6.794327726146802693e-01
1.843771824479158994e-01,7.337899198374066012e-01
4.855908625454649075e-01,3.760722628698386361e-01
9.226351138767914239e-01,7.132234189303330307e-01
7.523740069461677393e-01,3.023329778844027205e-01
5.786345526919329796e-01,6.799305894084978208e-01
9.535684944609814639e-01,1.920441694736326754e-01
9.271955836664969031e-01,4.663329987803142007e-01
3.305251791117624904e-02,5.202067872303540730e-01
4.820421403276387018e-02,7.229735988538155134e-03
9.081945597890589417e-01,8.847456562179359940e-01
8.804899249359027236e-01,6.600562969830268134e-01
1.051741103164924862e-01,2.556560509224556910e-01
7.070575622354025036e-01,9.571312744648654558e-01
5.081236986201025374e-01,4.730213698255665289e-01
4.675622077041252656e-01,2.218096914259888308e-01
5.012929666412437868e-01,9.580861990325554300e-01
7.622352457299440553e-01,7.575280590656440216e-01
3.704255193730171536e-01,2.588989737670309710e-01
2.611316511480769043e-01,7.415753572414031103e-01
2.792750636553098520e-01,3.573154271242970914e-01
3.117596786800729269e-01,5.915213306403559468e-01
5.874606404393492021e-01,9.166168844689157602e-01
4.761985557884655940e-01,8.592875895997287294e-02
7.454867655692311024e-01,2.951043404117226210e-03
2.397809893424157623e-01,9.127807976671823420e-01
4.697743029949325022e-01,6.924009268745574541e-01
9.544775189377578961e-01,8.135522659937034495e-01
3.870286958160145119e-01,2.575009462392229276e-01
3.929347474635201953e-01,3.272760942506692805e-01
4.076163386799435129e-01,5.442120151421296903e-01
1.730024960469703776e-01,9.148243311327718397e-01
3.527931999574022148e-01,8.960523466086575128e-01
1.465285964473258540e-01,1.346389223635023891e-01
8.730238125250487924e-01,3.964926883113362166e-02
6.410470960898126958e-01,4.389773431018444416e-01
4.332959610089573976e-01,5.396902347550142087e-01
5.360210068979057718e-01,4.335172166709981845e-01
6.371067544058787169e-01,8.726004575555076359e-01
6.943028693662361972e-01,2.447387682517134788e-01
7.654378237820547159e-02,5.100935215365044462e-01
4.599134000788031029e-01,4.173677198718408476e-01
8.119752871360668145e-01,4.870667391744804009e-01
7.076684728185481665e-01,2.826591372070538233e-01
6.436454946430072432e-01,9.235086318244657422e-01
7.108239650165748547e-01,4.954423994030079381e-01
5.447888988414260059e-01,3.190782869444951375e-01
3.389758519555352567e-01,6.555069226731020660e-01
5.720365388288578545e-01,5.891219304843151594e-01
8.309006795545842428e-01,3.358709392119429982e-01
6.183753501747145664e-01,1.338792486431559237e-01
1.463042350815889625e-01,7.611808504537892484e-01
7.180457310077223987e-01,8.849480818614939848e-01
2.929024447692897271e-01,9.235339065241664480e-01
9.753859736425029014e-01,9.596103843766672359e-01
1.944801145664170061e-01,3.601167627753802947e-01
8.038681981564391732e-01,9.674157662468240160e-01
1.835011944940168060e-01,8.069979127742842318e-01
7.958629352846443572e-01,5.818648538258340830e-01
5.018752693153155642e-01,7.938342428948911289e-01
2.502272394441378278e-01,4.764261172077296491e-01
8.870621024870463112e-01,4.274968121859836767e-01
5.087626236223332654e-01,5.895634130929209293e-01
7.746785375400434548e-01,5.416758799059440133e-02
5.001375839723258832e-01,4.058266441539395419e-01
6.059951348269995153e-01,9.410211912256946087e-01
2.692200297513950291e-01,2.361418996609891963e-01
3.725117947640353977e-01,7.582555828307168122e-01
8.398331984544671336e-02,9.015693998431811851e-01
2.121291703160189668e-01,8.421856308375006428e-01
6.958188625227933466e-01,5.903041915730374845e-01
3.401966008626251536e-01,5.255942663057080466e-01
7.565355494912989753e-01,9.590915385483291811e-01
5.207156036297422297e-01,2.999239694367322739e-01
